logicalEventKey,headSha,predictionCreatedAt,planMode,testsSelectedDiffci,testsTotalFull,recordedRunId,recordedRunPath,recordedConclusion,contaminationReason,evidenceRunsForHead,retroVerdict,retroEvidenceRunId,retroEvidenceConclusion,retroEvidenceCreatedAt,retroEvidenceCompletedAt,predictionPrecededRetroEvidence,predictionPrecededRetroEvidenceStart
adityankale190895/DiffCI.com:b6f1bdac262cdd1a4668148efd6ea4ccf3b6b76e:33465219463:1,b6f1bdac262cdd1a4668148efd6ea4ccf3b6b76e,2026-09-01T03:12:50.655Z,SELECTIVE,0,179,33465219463,.github/workflows/diffci-observe.yml,success,WRONG_WORKFLOW,1,EVIDENCE_EXECUTED,33465219441,success,2026-09-01T03:10:08Z,2026-09-01T07:30:00Z,true,false
adityankale190895/DiffCI.com:26dafdc633686af8dcd7a1cf2a37bcbfe5d99bfe:33465375661:1,26dafdc633686af8dcd7a1cf2a37bcbfe5d99bfe,2026-09-01T03:12:51.461Z,SELECTIVE,3,179,33465375661,.github/workflows/diffci-observe.yml,success,WRONG_WORKFLOW,1,EVIDENCE_EXECUTED,33465375662,success,2026-09-01T03:12:35Z,2026-09-01T07:33:31Z,true,false
adityankale190895/DiffCI.com:35fcca04e9a3836e961a1af2bd94110cd396418f:33465653098:1,35fcca04e9a3836e961a1af2bd94110cd396418f,2026-09-01T03:28:54.510Z,SELECTIVE,0,179,33465653098,.github/workflows/diffci-observe.yml,success,WRONG_WORKFLOW,1,EVIDENCE_EXECUTED,33465653156,success,2026-09-01T03:17:06Z,2026-09-01T07:40:52Z,true,false
adityankale190895/DiffCI.com:5978f0348ab3527e3cd53e93e5bce601709acf38:33466346961:1,5978f0348ab3527e3cd53e93e5bce601709acf38,2026-09-01T03:28:58.748Z,SELECTIVE,3,179,33466346961,.github/workflows/diffci-observe.yml,success,WRONG_WORKFLOW,1,EVIDENCE_EXECUTED,33466346965,success,2026-09-01T03:28:34Z,2026-09-01T07:55:44Z,true,false
adityankale190895/DiffCI.com:517baea79affcb7d4fe37815c6cccae83460b183:33466888629:1,517baea79affcb7d4fe37815c6cccae83460b183,2026-09-01T03:37:54.952Z,SELECTIVE,1,179,33466888629,.github/workflows/diffci-observe.yml,success,WRONG_WORKFLOW,1,EVIDENCE_EXECUTED,33466888698,success,2026-09-01T03:37:35Z,2026-09-01T07:56:50Z,true,false
adityankale190895/DiffCI.com:c528f729c77a4a1e329d41c14b31905a03d86860:33471610983:1,c528f729c77a4a1e329d41c14b31905a03d86860,2026-09-01T04:55:11.639Z,SELECTIVE,0,179,33471610983,.github/workflows/diffci-observe.yml,success,WRONG_WORKFLOW,1,EVIDENCE_EXECUTED,33471611026,success,2026-09-01T04:54:55Z,2026-09-01T08:27:38Z,true,false
adityankale190895/DiffCI.com:7e1ce57767e4bc0f31954ada634bc423bd11ba3f:33472299050:1,7e1ce57767e4bc0f31954ada634bc423bd11ba3f,2026-09-01T05:06:23.823Z,SELECTIVE,3,179,33472299050,.github/workflows/diffci-observe.yml,success,WRONG_WORKFLOW,1,EVIDENCE_EXECUTED,33472299075,success,2026-09-01T05:06:03Z,2026-09-01T09:19:29Z,true,false
adityankale190895/DiffCI.com:0d91bf831cb3028fa8712ac942fd9583e6fb4c61:33472689353:1,0d91bf831cb3028fa8712ac942fd9583e6fb4c61,2026-09-01T05:12:35.773Z,SELECTIVE,0,179,33472689353,.github/workflows/diffci-observe.yml,success,WRONG_WORKFLOW,1,EVIDENCE_EXECUTED,33472689355,success,2026-09-01T05:12:19Z,2026-09-01T09:41:08Z,true,false
adityankale190895/DiffCI.com:8fcddcec8fdbe7bea319f205f2e95e2e4a143503:33473284676:1,8fcddcec8fdbe7bea319f205f2e95e2e4a143503,2026-09-01T06:31:42.114Z,SELECTIVE,0,179,33473284676,.github/workflows/diffci-observe.yml,success,WRONG_WORKFLOW,1,EVIDENCE_EXECUTED,33473284524,success,2026-09-01T05:21:22Z,2026-09-01T12:48:26Z,true,false
adityankale190895/DiffCI.com:6b4c25f22af1635cc0130d83d8e1f25155518663:33478665873:1,6b4c25f22af1635cc0130d83d8e1f25155518663,2026-09-01T06:41:18.170Z,SELECTIVE,0,179,33478665873,.github/workflows/diffci-observe.yml,success,WRONG_WORKFLOW,1,EVIDENCE_EXECUTED,33478665816,success,2026-09-01T06:41:04Z,2026-09-01T12:50:36Z,true,false
adityankale190895/DiffCI.com:263c534de5d9ab39268c8d3c5539385d028e5a04:33481895110:1,263c534de5d9ab39268c8d3c5539385d028e5a04,2026-09-01T07:23:42.296Z,FULL,179,179,33481895110,.github/workflows/diffci-observe.yml,failure,WRONG_WORKFLOW,1,EVIDENCE_EXECUTED,33481895113,failure,2026-09-01T07:23:23Z,2026-09-01T13:11:57Z,true,false
adityankale190895/DiffCI.com:bad9628e85fa8195b9d425950eaca18e9fe2c791:33482087284:1,bad9628e85fa8195b9d425950eaca18e9fe2c791,2026-09-01T07:26:09.251Z,SELECTIVE,0,179,33482087284,.github/workflows/diffci-observe.yml,success,WRONG_WORKFLOW,1,EVIDENCE_EXECUTED,33482087327,success,2026-09-01T07:25:48Z,2026-09-01T13:16:14Z,true,false
adityankale190895/DiffCI.com:3b19394d00d3a224cbba782ebc4fc6a0658b0c4c:33482471857:1,3b19394d00d3a224cbba782ebc4fc6a0658b0c4c,2026-09-01T07:30:49.823Z,SELECTIVE,0,179,33482471857,.github/workflows/diffci-observe.yml,success,WRONG_WORKFLOW,1,EVIDENCE_EXECUTED,33482472006,success,2026-09-01T07:30:34Z,2026-09-01T13:16:46Z,true,false
